record_id,customer_id,customer_name,customer_segment,city,state,event_ts,event_date,cell_tower_id,network_type,call_type,duration_sec,data_mb,sms_count,dropped_flag,signal_strength,latency_ms,complaint_code,revenue_inr,plan_type
141,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-02-03 18:41:00,2026-02-03,BLR_101,4G,VOICE,873,0.0,0,0,38,262,NO_ISSUE,15.81,PREPAID
142,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-01-16 18:29:00,2026-01-16,KOL_701,5G,VOICE,1606,0.0,0,0,53,220,NO_ISSUE,9.04,PREPAID
143,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-02-08 08:50:00,2026-02-08,KOL_701,5G,VOICE,860,0.0,0,0,95,198,DROP,16.44,CORPORATE
144,1007,Vi SME,SMB,Kolkata,West Bengal,2026-01-29 19:24:00,2026-01-29,CHE_401,4G,SMS,0,0.0,1,0,78,299,NO_ISSUE,0.18,CORPORATE
145,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-01-18 18:00:00,2026-01-18,KOL_701,4G,SMS,0,0.0,1,0,73,135,NO_SIGNAL,0.19,CORPORATE
146,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-02-13 22:08:00,2026-02-13,MUM_201,5G,VOICE,1648,0.0,0,0,71,41,NO_ISSUE,26.14,POSTPAID
147,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-01-05 01:53:00,2026-01-05,CHE_401,5G,VOICE,729,0.0,0,0,67,201,NO_ISSUE,6.59,CORPORATE
148,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-01-11 04:36:00,2026-01-11,BLR_101,4G,DATA_SESSION,516,131.66,0,0,63,139,NO_ISSUE,11.94,PREPAID
149,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-02-07 06:54:00,2026-02-07,DEL_301,5G,DATA_SESSION,994,1196.23,0,0,60,203,BILLING,54.22,PREPAID
150,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-25 08:58:00,2026-03-25,BLR_101,4G,SMS,0,0.0,1,0,57,38,BILLING,0.24,POSTPAID
151,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-01-28 09:50:00,2026-01-28,KOL_701,4G,DATA_SESSION,706,714.98,0,0,98,88,LOW_SPEED,22.8,PREPAID
152,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-03-07 15:48:00,2026-03-07,BLR_102,5G,VOICE,1639,0.0,0,0,59,54,NO_ISSUE,29.13,POSTPAID
153,1007,Vi SME,SMB,Kolkata,West Bengal,2026-03-03 04:00:00,2026-03-03,BLR_101,5G,VOICE,997,0.0,0,0,66,11,NO_ISSUE,9.68,POSTPAID
154,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-03-01 17:59:00,2026-03-01,BLR_102,4G,VOICE,1387,0.0,0,1,74,101,NO_ISSUE,20.87,POSTPAID
155,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-02-03 16:54:00,2026-02-03,DEL_301,4G,DATA_SESSION,293,1198.06,0,0,93,211,NO_ISSUE,39.23,CORPORATE
156,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-03-04 04:13:00,2026-03-04,MUM_201,5G,DATA_SESSION,187,1316.14,0,0,81,29,NO_SIGNAL,58.15,PREPAID
157,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-01-31 02:47:00,2026-01-31,PUN_601,4G,SMS,0,0.0,1,0,61,270,NO_ISSUE,0.14,CORPORATE
158,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-02-21 13:52:00,2026-02-21,HYD_501,4G,VOICE,1672,0.0,0,0,37,222,NO_ISSUE,8.46,POSTPAID
159,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-02-19 12:11:00,2026-02-19,PUN_601,5G,SMS,0,0.0,1,0,43,130,NO_ISSUE,0.2,CORPORATE
160,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-03-23 09:08:00,2026-03-23,DEL_301,5G,VOICE,793,0.0,0,0,52,177,LOW_SPEED,5.85,PREPAID
161,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-11 01:53:00,2026-03-11,BLR_102,4G,VOICE,1399,0.0,0,0,89,292,NO_ISSUE,13.42,PREPAID
162,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-15 22:19:00,2026-03-15,BLR_101,4G,DATA_SESSION,52,605.46,0,0,43,71,NO_ISSUE,23.05,PREPAID
163,1007,Vi SME,SMB,Kolkata,West Bengal,2026-02-10 04:55:00,2026-02-10,HYD_501,4G,VOICE,1788,0.0,0,0,52,277,BILLING,17.31,CORPORATE
164,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-01-28 17:12:00,2026-01-28,PUN_601,5G,SMS,0,0.0,1,0,63,115,NO_ISSUE,0.23,PREPAID
165,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-01-05 12:25:00,2026-01-05,KOL_701,5G,SMS,0,0.0,1,0,83,211,NO_ISSUE,0.11,PREPAID
166,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-03-19 13:24:00,2026-03-19,DEL_301,5G,VOICE,315,0.0,0,0,42,153,NO_ISSUE,4.2,POSTPAID
167,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-03-01 02:45:00,2026-03-01,DEL_301,4G,VOICE,779,0.0,0,1,59,46,NO_ISSUE,14.39,PREPAID
168,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-01-20 06:19:00,2026-01-20,DEL_301,4G,SMS,0,0.0,1,0,36,128,NO_SIGNAL,0.25,POSTPAID
169,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-02-06 08:27:00,2026-02-06,KOL_701,4G,SMS,0,0.0,1,0,71,214,NO_ISSUE,0.12,POSTPAID
170,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-03-15 07:46:00,2026-03-15,BLR_101,4G,SMS,0,0.0,1,0,75,124,NO_ISSUE,0.09,PREPAID
171,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-02-20 14:43:00,2026-02-20,HYD_501,4G,SMS,0,0.0,1,0,88,171,NO_ISSUE,0.22,POSTPAID
172,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-03-11 17:35:00,2026-03-11,BLR_101,5G,DATA_SESSION,1334,1850.29,0,0,93,53,DROP,44.93,PREPAID
173,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-18 14:58:00,2026-03-18,KOL_701,5G,DATA_SESSION,1388,126.04,0,0,35,115,NO_ISSUE,26.05,PREPAID
174,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-01-06 18:03:00,2026-01-06,CHE_401,5G,DATA_SESSION,1282,2282.31,0,0,97,14,NO_ISSUE,44.46,POSTPAID
175,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-02-15 23:06:00,2026-02-15,HYD_501,5G,DATA_SESSION,1671,2349.58,0,0,57,37,NO_SIGNAL,72.02,POSTPAID
176,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-03-14 14:33:00,2026-03-14,BLR_101,4G,VOICE,851,0.0,0,0,66,135,NO_ISSUE,18.35,CORPORATE
177,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-02-07 03:20:00,2026-02-07,BLR_101,4G,VOICE,134,0.0,0,0,56,62,NO_ISSUE,1.83,PREPAID
178,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-01-20 11:50:00,2026-01-20,BLR_101,5G,SMS,0,0.0,1,0,95,79,NO_ISSUE,0.23,CORPORATE
179,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-03-26 18:55:00,2026-03-26,DEL_301,4G,SMS,0,0.0,1,0,61,93,DROP,0.07,PREPAID
180,1007,Vi SME,SMB,Kolkata,West Bengal,2026-03-03 21:00:00,2026-03-03,HYD_501,4G,SMS,0,0.0,1,0,52,60,NO_ISSUE,0.14,PREPAID
181,1007,Vi SME,SMB,Kolkata,West Bengal,2026-03-30 10:38:00,2026-03-30,PUN_601,4G,DATA_SESSION,579,1959.95,0,0,92,271,NO_ISSUE,58.33,CORPORATE
182,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-03-12 12:49:00,2026-03-12,BLR_102,5G,DATA_SESSION,1480,188.4,0,0,69,49,NO_ISSUE,33.65,POSTPAID
183,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-01-01 17:20:00,2026-01-01,BLR_102,4G,SMS,0,0.0,1,0,69,72,NO_ISSUE,0.16,POSTPAID
184,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-01-09 09:46:00,2026-01-09,MUM_201,4G,VOICE,1244,0.0,0,0,84,26,NO_ISSUE,15.87,PREPAID
185,1007,Vi SME,SMB,Kolkata,West Bengal,2026-01-16 16:16:00,2026-01-16,KOL_701,4G,VOICE,1029,0.0,0,0,56,242,NO_ISSUE,11.31,PREPAID
186,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-02-11 22:12:00,2026-02-11,MUM_201,4G,VOICE,830,0.0,0,0,83,188,NO_ISSUE,11.3,CORPORATE
187,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-01-30 10:30:00,2026-01-30,HYD_501,5G,DATA_SESSION,1001,788.89,0,0,85,91,NO_ISSUE,42.3,PREPAID
188,1007,Vi SME,SMB,Kolkata,West Bengal,2026-01-26 18:19:00,2026-01-26,DEL_301,4G,DATA_SESSION,253,2330.51,0,0,60,299,NO_ISSUE,30.96,CORPORATE
189,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-03-14 20:34:00,2026-03-14,PUN_601,5G,VOICE,1697,0.0,0,0,87,182,NO_ISSUE,29.98,CORPORATE
190,1007,Vi SME,SMB,Kolkata,West Bengal,2026-01-07 23:34:00,2026-01-07,BLR_102,4G,VOICE,1212,0.0,0,0,99,234,NO_ISSUE,25.23,CORPORATE
191,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-03-12 05:48:00,2026-03-12,BLR_102,5G,VOICE,360,0.0,0,0,40,154,BILLING,6.68,POSTPAID
192,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-01-10 05:24:00,2026-01-10,HYD_501,4G,VOICE,1082,0.0,0,0,63,248,NO_ISSUE,15.43,PREPAID
193,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-02-14 04:37:00,2026-02-14,BLR_102,4G,VOICE,195,0.0,0,1,53,198,NO_ISSUE,2.75,POSTPAID
194,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-03-07 23:13:00,2026-03-07,DEL_301,4G,DATA_SESSION,634,116.48,0,0,49,31,LOW_SPEED,15.71,CORPORATE
195,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-02-20 11:39:00,2026-02-20,KOL_701,4G,VOICE,966,0.0,0,0,86,114,NO_ISSUE,17.53,PREPAID
196,1007,Vi SME,SMB,Kolkata,West Bengal,2026-02-05 15:25:00,2026-02-05,CHE_401,4G,VOICE,590,0.0,0,0,43,72,DROP,9.29,PREPAID
197,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-02-18 06:48:00,2026-02-18,CHE_401,4G,SMS,0,0.0,1,0,84,220,NO_ISSUE,0.17,CORPORATE
198,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-03-03 10:14:00,2026-03-03,KOL_701,4G,VOICE,645,0.0,0,1,82,92,NO_ISSUE,8.62,PREPAID
199,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-02-20 18:13:00,2026-02-20,KOL_701,4G,VOICE,403,0.0,0,0,92,47,LOW_SPEED,9.69,POSTPAID
200,1007,Vi SME,SMB,Kolkata,West Bengal,2026-03-04 13:44:00,2026-03-04,CHE_401,5G,VOICE,929,0.0,0,0,45,154,NO_ISSUE,18.79,CORPORATE
201,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-03-13 07:33:00,2026-03-13,BLR_101,5G,VOICE,1588,0.0,0,0,100,38,NO_ISSUE,16.45,CORPORATE
202,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-02-19 23:31:00,2026-02-19,KOL_701,4G,VOICE,1527,0.0,0,0,66,172,LOW_SPEED,8.62,PREPAID
203,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-03-12 20:23:00,2026-03-12,HYD_501,4G,DATA_SESSION,1530,1471.87,0,0,79,239,NO_ISSUE,38.79,PREPAID
204,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-02-24 13:51:00,2026-02-24,BLR_101,4G,VOICE,1461,0.0,0,0,69,283,BILLING,27.15,POSTPAID
205,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-03-21 04:05:00,2026-03-21,PUN_601,5G,DATA_SESSION,291,627.94,0,0,76,73,DROP,23.96,POSTPAID
206,1007,Vi SME,SMB,Kolkata,West Bengal,2026-02-11 09:23:00,2026-02-11,BLR_101,5G,VOICE,1594,0.0,0,1,100,201,NO_ISSUE,37.82,POSTPAID
207,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-03-08 18:44:00,2026-03-08,CHE_401,4G,SMS,0,0.0,1,0,80,52,DROP,0.21,POSTPAID
208,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-03-17 15:32:00,2026-03-17,BLR_101,4G,VOICE,287,0.0,0,0,97,195,NO_SIGNAL,5.81,POSTPAID
209,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-03-26 20:22:00,2026-03-26,CHE_401,4G,SMS,0,0.0,1,0,35,239,NO_ISSUE,0.18,PREPAID
210,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-03-01 19:58:00,2026-03-01,BLR_102,4G,VOICE,1380,0.0,0,0,56,46,NO_ISSUE,15.33,CORPORATE
211,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-01-01 08:22:00,2026-01-01,MUM_201,4G,VOICE,1235,0.0,0,0,91,24,NO_ISSUE,14.66,CORPORATE
212,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-01-07 16:43:00,2026-01-07,MUM_201,4G,VOICE,1670,0.0,0,1,75,208,NO_SIGNAL,12.93,PREPAID
213,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-02-18 12:54:00,2026-02-18,MUM_201,4G,DATA_SESSION,356,1103.05,0,0,62,97,NO_SIGNAL,36.72,PREPAID
214,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-02-23 21:56:00,2026-02-23,CHE_401,4G,DATA_SESSION,899,789.69,0,0,52,146,NO_ISSUE,31.39,CORPORATE
215,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-19 10:14:00,2026-03-19,KOL_701,5G,DATA_SESSION,440,1296.78,0,0,100,58,DROP,20.6,PREPAID
216,1007,Vi SME,SMB,Kolkata,West Bengal,2026-01-11 12:17:00,2026-01-11,MUM_201,4G,VOICE,165,0.0,0,0,36,204,NO_SIGNAL,1.26,POSTPAID
217,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-03-29 03:02:00,2026-03-29,CHE_401,4G,SMS,0,0.0,1,0,43,27,NO_ISSUE,0.21,CORPORATE
218,1007,Vi SME,SMB,Kolkata,West Bengal,2026-02-08 19:18:00,2026-02-08,HYD_501,4G,DATA_SESSION,1118,1346.45,0,0,54,162,NO_ISSUE,70.42,PREPAID
219,1007,Vi SME,SMB,Kolkata,West Bengal,2026-02-23 15:05:00,2026-02-23,BLR_102,5G,DATA_SESSION,1414,1609.67,0,0,74,188,NO_ISSUE,65.49,POSTPAID
220,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-02-25 23:34:00,2026-02-25,CHE_401,4G,DATA_SESSION,1538,1646.84,0,0,57,81,NO_ISSUE,29.13,POSTPAID
221,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-02-04 02:21:00,2026-02-04,BLR_102,5G,VOICE,570,0.0,0,0,50,207,NO_SIGNAL,6.67,POSTPAID
222,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-02-11 16:23:00,2026-02-11,BLR_101,4G,VOICE,1779,0.0,0,0,82,100,NO_ISSUE,12.56,PREPAID
223,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-20 09:50:00,2026-03-20,PUN_601,4G,SMS,0,0.0,1,0,95,206,NO_ISSUE,0.22,CORPORATE
224,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-01-30 12:59:00,2026-01-30,BLR_101,5G,VOICE,675,0.0,0,0,44,156,NO_ISSUE,10.15,CORPORATE
225,1007,Vi SME,SMB,Kolkata,West Bengal,2026-01-07 12:34:00,2026-01-07,DEL_301,5G,SMS,0,0.0,1,0,74,93,NO_ISSUE,0.11,POSTPAID
226,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-02-03 18:30:00,2026-02-03,BLR_101,4G,DATA_SESSION,1602,1940.84,0,0,66,97,NO_ISSUE,58.64,CORPORATE
227,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-01-01 09:11:00,2026-01-01,CHE_401,4G,DATA_SESSION,1531,1819.4,0,0,48,125,NO_ISSUE,68.95,PREPAID
228,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-01-05 05:54:00,2026-01-05,MUM_201,5G,SMS,0,0.0,1,0,87,189,NO_SIGNAL,0.17,CORPORATE
229,1007,Vi SME,SMB,Kolkata,West Bengal,2026-01-08 01:28:00,2026-01-08,HYD_501,4G,DATA_SESSION,1376,2410.72,0,0,65,169,NO_ISSUE,116.88,CORPORATE
230,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-02-11 11:03:00,2026-02-11,DEL_301,4G,VOICE,435,0.0,0,0,48,99,NO_ISSUE,6.09,POSTPAID
231,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-01-29 07:30:00,2026-01-29,DEL_301,5G,VOICE,205,0.0,0,0,73,190,NO_ISSUE,1.19,PREPAID
232,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-02-06 07:36:00,2026-02-06,KOL_701,5G,VOICE,552,0.0,0,0,57,17,BILLING,12.19,PREPAID
233,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-03-15 10:08:00,2026-03-15,CHE_401,4G,DATA_SESSION,146,2076.78,0,0,63,86,NO_ISSUE,79.68,PREPAID
234,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-01-03 05:37:00,2026-01-03,BLR_101,4G,SMS,0,0.0,1,0,91,85,NO_ISSUE,0.07,POSTPAID
235,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-03-26 08:47:00,2026-03-26,MUM_201,5G,DATA_SESSION,828,1242.84,0,0,83,184,NO_ISSUE,67.58,POSTPAID
236,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-02-26 03:32:00,2026-02-26,DEL_301,4G,DATA_SESSION,624,1249.73,0,0,96,51,NO_ISSUE,41.35,CORPORATE
237,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-02-05 01:34:00,2026-02-05,CHE_401,4G,DATA_SESSION,1135,1954.68,0,0,79,277,NO_ISSUE,33.4,PREPAID
238,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-15 20:31:00,2026-03-15,BLR_101,4G,SMS,0,0.0,1,0,64,101,NO_ISSUE,0.21,CORPORATE
239,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-02-22 15:37:00,2026-02-22,BLR_101,5G,DATA_SESSION,746,2338.34,0,0,57,55,NO_ISSUE,100.9,CORPORATE
240,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-03-28 11:58:00,2026-03-28,BLR_101,4G,DATA_SESSION,405,2092.56,0,0,98,297,NO_ISSUE,34.48,PREPAID
241,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-01-01 07:29:00,2026-01-01,HYD_501,4G,VOICE,1671,0.0,0,0,57,185,NO_ISSUE,13.29,PREPAID
242,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-02-04 06:07:00,2026-02-04,HYD_501,5G,DATA_SESSION,1220,257.08,0,0,73,92,NO_ISSUE,22.27,POSTPAID
243,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-03-06 14:51:00,2026-03-06,MUM_201,5G,SMS,0,0.0,1,0,80,67,NO_ISSUE,0.2,POSTPAID
244,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-03-08 14:09:00,2026-03-08,BLR_102,5G,VOICE,1193,0.0,0,0,39,56,NO_ISSUE,27.94,CORPORATE
245,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-01-14 01:14:00,2026-01-14,CHE_401,4G,VOICE,730,0.0,0,0,56,65,LOW_SPEED,13.43,PREPAID
246,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-01-23 23:07:00,2026-01-23,PUN_601,4G,DATA_SESSION,1631,274.55,0,0,35,44,NO_ISSUE,45.44,POSTPAID
247,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-02-19 22:48:00,2026-02-19,BLR_102,5G,VOICE,1635,0.0,0,0,63,51,NO_ISSUE,34.31,POSTPAID
248,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-02-01 08:41:00,2026-02-01,MUM_201,4G,VOICE,1519,0.0,0,1,46,193,NO_ISSUE,26.24,CORPORATE
249,1007,Vi SME,SMB,Kolkata,West Bengal,2026-01-15 13:11:00,2026-01-15,MUM_201,4G,VOICE,409,0.0,0,0,68,164,NO_ISSUE,2.83,POSTPAID
250,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-02-03 02:14:00,2026-02-03,BLR_102,4G,VOICE,1707,0.0,0,0,96,122,NO_ISSUE,15.6,POSTPAID
251,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-03-13 16:35:00,2026-03-13,KOL_701,4G,VOICE,1373,0.0,0,0,84,114,NO_ISSUE,17.34,POSTPAID
252,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-01-21 20:14:00,2026-01-21,BLR_101,4G,DATA_SESSION,329,1881.83,0,0,47,63,NO_ISSUE,56.94,PREPAID
253,1007,Vi SME,SMB,Kolkata,West Bengal,2026-03-16 17:50:00,2026-03-16,BLR_101,5G,VOICE,1427,0.0,0,0,95,156,NO_SIGNAL,20.73,CORPORATE
254,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-01-12 04:45:00,2026-01-12,DEL_301,4G,SMS,0,0.0,1,0,56,128,LOW_SPEED,0.25,POSTPAID
255,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-03-18 04:08:00,2026-03-18,BLR_101,4G,DATA_SESSION,1509,2285.86,0,0,43,64,NO_ISSUE,72.21,POSTPAID
256,1007,Vi SME,SMB,Kolkata,West Bengal,2026-01-11 11:48:00,2026-01-11,PUN_601,4G,VOICE,1224,0.0,0,0,47,74,NO_ISSUE,8.59,POSTPAID
257,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-02-05 02:46:00,2026-02-05,DEL_301,4G,DATA_SESSION,988,98.48,0,0,70,226,NO_ISSUE,20.68,POSTPAID
258,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-10 03:06:00,2026-03-10,MUM_201,4G,VOICE,782,0.0,0,1,73,179,NO_ISSUE,11.6,PREPAID
259,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-03-30 22:12:00,2026-03-30,KOL_701,5G,DATA_SESSION,677,677.2,0,0,88,164,NO_ISSUE,18.43,CORPORATE
260,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-03-16 23:32:00,2026-03-16,DEL_301,5G,VOICE,154,0.0,0,0,99,113,NO_ISSUE,3.39,PREPAID
261,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-01-23 23:01:00,2026-01-23,DEL_301,4G,VOICE,758,0.0,0,0,70,208,LOW_SPEED,11.45,PREPAID
262,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-02-14 17:46:00,2026-02-14,BLR_101,4G,DATA_SESSION,991,1469.27,0,0,79,196,NO_ISSUE,81.39,POSTPAID
263,1007,Vi SME,SMB,Kolkata,West Bengal,2026-01-05 18:27:00,2026-01-05,BLR_101,4G,VOICE,458,0.0,0,0,63,125,NO_ISSUE,6.04,CORPORATE
264,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-03-25 05:14:00,2026-03-25,KOL_701,4G,VOICE,1660,0.0,0,1,67,176,NO_ISSUE,31.85,POSTPAID
265,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-01-21 02:41:00,2026-01-21,CHE_401,5G,VOICE,1708,0.0,0,0,48,11,NO_ISSUE,31.17,CORPORATE
266,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-03-04 13:07:00,2026-03-04,DEL_301,4G,VOICE,586,0.0,0,0,70,153,NO_ISSUE,14.09,CORPORATE
267,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-15 13:29:00,2026-03-15,CHE_401,5G,SMS,0,0.0,1,0,86,179,NO_ISSUE,0.15,POSTPAID
268,1007,Vi SME,SMB,Kolkata,West Bengal,2026-02-07 01:51:00,2026-02-07,HYD_501,4G,VOICE,1470,0.0,0,0,59,195,DROP,13.89,CORPORATE
269,1005,Airtel Prepaid,Retail,Hyderabad,Telangana,2026-03-19 04:50:00,2026-03-19,HYD_501,5G,VOICE,1163,0.0,0,0,47,130,NO_ISSUE,11.83,PREPAID
270,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-01-21 11:31:00,2026-01-21,BLR_102,5G,VOICE,648,0.0,0,0,77,105,NO_ISSUE,7.05,CORPORATE
271,1008,BSNL Broadband,Retail,Mysuru,Karnataka,2026-03-23 04:58:00,2026-03-23,KOL_701,4G,VOICE,1414,0.0,0,0,73,231,NO_ISSUE,31.23,POSTPAID
272,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-01-30 01:09:00,2026-01-30,CHE_401,4G,SMS,0,0.0,1,0,45,269,NO_ISSUE,0.06,POSTPAID
273,1004,BSNL SME,SMB,Chennai,Tamil Nadu,2026-03-11 12:51:00,2026-03-11,BLR_101,4G,DATA_SESSION,344,1226.49,0,0,46,86,NO_ISSUE,38.13,POSTPAID
274,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-02-18 20:03:00,2026-02-18,CHE_401,4G,VOICE,48,0.0,0,0,59,29,NO_ISSUE,0.84,POSTPAID
275,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-01-10 14:22:00,2026-01-10,MUM_201,4G,VOICE,362,0.0,0,1,40,172,NO_SIGNAL,5.11,POSTPAID
276,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-03-24 07:06:00,2026-03-24,MUM_201,5G,VOICE,357,0.0,0,0,86,14,NO_ISSUE,6.98,CORPORATE
277,1002,Jio Fiber Home,Retail,Mumbai,Maharashtra,2026-02-03 14:49:00,2026-02-03,BLR_101,5G,DATA_SESSION,788,2191.98,0,0,67,207,NO_ISSUE,113.84,CORPORATE
278,1001,Airtel Business,Enterprise,Bengaluru,Karnataka,2026-03-05 00:46:00,2026-03-05,CHE_401,4G,VOICE,273,0.0,0,0,95,98,NO_ISSUE,5.11,PREPAID
279,1003,Vi Corporate,Enterprise,Delhi,Delhi,2026-02-08 08:56:00,2026-02-08,DEL_301,4G,DATA_SESSION,1492,1546.16,0,0,71,78,DROP,75.44,CORPORATE
280,1006,Jio Postpaid,Retail,Pune,Maharashtra,2026-03-06 06:40:00,2026-03-06,KOL_701,4G,VOICE,1142,0.0,0,0,61,266,NO_ISSUE,5.77,CORPORATE
